filename,label
20240915182029_keypoints,1
C_N_380_resized_keypoints,1
S_D_0032_resized_keypoints,1
20240914125913_keypoints,1
S_F2_cam6_keypoints,1
S_M_234_keypoints,1
S_M_16_resized_keypoints,1
20240917124829_keypoints,1
20240919161647_keypoints,1
C_D_0005_resized_keypoints,1
S_F20_cam6_keypoints,1
C_M_227_keypoints,1
20240919200321_keypoints,1
20240918191836_keypoints,1
C_N_27_keypoints,1
20240919200937_keypoints,1
S_N_11_keypoints,1
S_N_554_resized_keypoints,1
S_N_260_keypoints,1
20240919205246_keypoints,1
C_N_527_resized_keypoints,1
C_N_374_resized_keypoints,1
S_N_307_resized_keypoints,1
S_D_0186_keypoints,1
C_D_0072_keypoints,1
S_F22_cam4_keypoints,1
20240913124007_keypoints,1
S_N_419_keypoints,1
C_N_437_keypoints,1
20240917123758_keypoints,1
S_N_369_resized_keypoints,1
C_N_142_keypoints,1
C_D_0065_keypoints,1
20240913130123_keypoints,1
20240917121834_keypoints,1
S_N_457_resized_keypoints,1
C_N_193_resized_keypoints,1
C_N_420_keypoints,1
C_N_155_keypoints,1
S_N_204_resized_keypoints,1
20240917123513_keypoints,1
S_N_06_keypoints,1
S_D_0220_keypoints,1
C_D_0188_keypoints,1
C_D_0239_keypoints,1
S_M_143_resized_keypoints,1
S_D_0191_keypoints,1
C_N_219_resized_keypoints,1
C_N_125_resized_keypoints,1
C_N_492_resized_keypoints,1
S_M_112_keypoints,1
C_N_30_keypoints,1
S_M_84_keypoints,1
S_F21_cam3_keypoints,1
C_M_230_keypoints,1
S_N_138_resized_keypoints,1
S_M_211_resized_keypoints,1
C_M_186_resized_keypoints,1
20240917124215_keypoints,1
C_M_181_keypoints,1
S_F3_cam3_keypoints,1
20240919163022_keypoints,1
20240918193201_keypoints,1
S_M_207_resized_keypoints,1
S_F20_cam2_keypoints,1
C_D_0152_resized_keypoints,1
S_N_499_resized_keypoints,1
C_M_190_resized_keypoints,1
S_D_0165_resized_keypoints,1
S_F2_cam2_keypoints,1
C_N_484_resized_keypoints,1
C_N_133_resized_keypoints,1
S_N_140_resized_keypoints,1
20240914123420_keypoints,1
S_N_198_resized_keypoints,1
S_N_420_keypoints,1
C_M_126_resized_keypoints,1
C_M_21_keypoints,1
S_N_155_keypoints,1
C_D_0200_resized_keypoints,1
C_N_185_resized_keypoints,1
S_D_0237_resized_keypoints,1
20240919162420_keypoints,1
S_N_212_resized_keypoints,1
S_N_28_keypoints,1
20240915181908_keypoints,1
20240914124653_keypoints,1
S_N_309_keypoints,1
S_N_259_keypoints,1
20240918190828_keypoints,1
C_D_0217_keypoints,1
S_D_0219_keypoints,1
S_F1_cam5_keypoints,1
20240914124714_keypoints,1
C_D_0089_resized_keypoints,1
S_N_542_resized_keypoints,1
S_N_437_keypoints,1
C_N_531_resized_keypoints,1
20240918192827_keypoints,1
C_N_362_resized_keypoints,1
S_N_311_resized_keypoints,1
S_N_142_keypoints,1
C_N_549_keypoints,1
C_N_419_keypoints,1
S_D_0115_keypoints,1
S_D_0045_keypoints,1
20240917123626_keypoints,1
S_M_196_keypoints,1
S_M_227_keypoints,1
20240917120619_keypoints,1
C_N_09_keypoints,1
C_M_105_keypoints,1
C_N_388_resized_keypoints,1
20240915180751_keypoints,1
C_N_53_keypoints,1
S_N_395_resized_keypoints,1
20240917153746_keypoints,1
20240918190935_keypoints,1
20240919162802_keypoints,1
S_D_0243_keypoints,1
S_N_323_resized_keypoints,1
C_N_136_keypoints,1
20240918192037_keypoints,1
S_N_87_resized_keypoints,1
S_N_570_resized_keypoints,1
C_N_513_keypoints,1
20240919203136_keypoints,1
S_F10_cam2_keypoints,1
20240917121857_keypoints,1
S_M_167_resized_keypoints,1
C_M_114_resized_keypoints,1
C_N_504_keypoints,1
S_D_0158_keypoints,1
S_D_0008_keypoints,1
20240913130007_keypoints,1
C_D_0011_keypoints,1
C_N_290_keypoints,1
C_M_30_resized_keypoints,1
S_N_220_resized_keypoints,1
S_N_473_resized_keypoints,1
20240917123142_keypoints,1
C_N_71_resized_keypoints,1
S_D_0254_keypoints,1
20240912_111007_keypoints,1
20240912_105511_keypoints,1
S_F13_cam5_keypoints,1
C_N_44_keypoints,1
C_M_148_keypoints,1
20240913123347_keypoints,1
S_D_0139_resized_keypoints,1
C_D_0160_resized_keypoints,1
S_N_296_resized_keypoints,1
C_N_101_resized_keypoints,1
20240914131733_keypoints,1
C_M_166_keypoints,1
S_F12_cam4_keypoints,1
S_D_0141_resized_keypoints,1
C_N_117_resized_keypoints,1
S_M_148_keypoints,1
20240916200301_keypoints,1
S_M_63_keypoints,1
C_N_179_resized_keypoints,1
20240913125448_keypoints,1
20240913125518_keypoints,1
S_D_0176_keypoints,1
C_N_67_resized_keypoints,1
S_N_236_resized_keypoints,1
C_M_55_keypoints,1
S_N_465_resized_keypoints,1
S_M_171_resized_keypoints,1
C_M_102_resized_keypoints,1
20240919201117_keypoints,1
C_D_0224_resized_keypoints,1
C_N_431_anonymized_resized_keypoints,1
20240912_113718_keypoints,1
C_D_0082_keypoints,1
C_N_478_resized_keypoints,1
S_D_0199_resized_keypoints,1
20240914124215_keypoints,1
20240915185618_keypoints,1
C_N_346_resized_keypoints,1
S_N_566_resized_keypoints,1
S_N_91_resized_keypoints,1
S_D_0161_keypoints,1
S_N_287_keypoints,1
C_D_0028_keypoints,1
C_M_42_keypoints,1
C_D_0178_keypoints,1
S_F11_cam3_keypoints,1
20240917131639_keypoints,1
S_N_508_resized_keypoints,1
20240917153534_keypoints,1
S_N_443_keypoints,1
S_M_74_keypoints,1
S_N_383_resized_keypoints,1
20240913123122_keypoints,1
20240917122846_keypoints,1
C_M_171_keypoints,1
S_M_08_resized_keypoints,1
20240919200502_keypoints,1
20240918191026_keypoints,1
20240916200027_keypoints,1
S_N_65_resized_keypoints,1
20240918191247_keypoints,1
S_M_49_keypoints,1
S_M_24_resized_keypoints,1
20240919204623_keypoints,1
S_F13_cam1_keypoints,1
C_N_40_keypoints,1
S_M_162_keypoints,1
S_M_92_resized_keypoints,1
S_N_524_resized_keypoints,1
S_N_377_resized_keypoints,1
C_N_304_resized_keypoints,1
S_D_0250_keypoints,1
20240914122459_keypoints,1
C_N_450_keypoints,1
C_N_500_keypoints,1
C_D_0145_keypoints,1
S_N_319_resized_keypoints,1
C_D_0015_keypoints,1
20240917123728_keypoints,1
C_N_454_resized_keypoints,1
S_F10_cam6_keypoints,1
C_N_207_resized_keypoints,1
C_D_0002_keypoints,1
C_M_68_keypoints,1
20240913132429_keypoints,1
S_N_449_resized_keypoints,1
20240915185632_keypoints,1
C_D_0266_resized_keypoints,1
S_M_133_resized_keypoints,1
S_N_491_resized_keypoints,1
S_D_0103_resized_keypoints,1
C_N_57_keypoints,1
20240918195735_keypoints,1
C_M_198_resized_keypoints,1
C_N_93_resized_keypoints,1
C_D_0134_resized_keypoints,1
S_M_185_resized_keypoints,1
C_M_175_keypoints,1
20240918191407_keypoints,1
C_D_0122_resized_keypoints,1
20240919161351_keypoints,1
20240913123453_keypoints,1
S_M_70_keypoints,1
20240919204829_keypoints,1
C_N_85_resized_keypoints,1
20240917122304_keypoints,1
S_N_487_resized_keypoints,1
S_M_219_resized_keypoints,1
S_N_130_resized_keypoints,1
20240919204446_keypoints,1
20240915185510_keypoints,1
C_N_539_keypoints,1
20240917123706_keypoints,1
S_D_0229_resized_keypoints,1
20240914124807_keypoints,1
S_N_283_keypoints,1
20240917131348_keypoints,1
S_F11_cam7_keypoints,1
C_M_46_keypoints,1
20240915183518_keypoints,1
C_N_442_resized_keypoints,1
S_D_0247_resized_keypoints,1
C_N_211_resized_keypoints,1
C_M_138_resized_keypoints,1
C_D_0097_resized_keypoints,1
S_N_58_keypoints,1
S_N_532_resized_keypoints,1
S_D_0022_keypoints,1
S_D_0172_keypoints,1
20240918201047_keypoints,1
20240919205819_keypoints,1
S_N_361_resized_keypoints,1
C_N_312_resized_keypoints,1
C_M_51_keypoints,1
20240917153052_keypoints,1
S_M_67_keypoints,1
S_M_240_keypoints,1
20240917132826_keypoints,1
S_D_0078_resized_keypoints,1
20240917132449_keypoints,1
S_M_32_resized_keypoints,1
20240917132230_keypoints,1
S_F16_cam8_keypoints,1
20240918193654_keypoints,1
S_D_0016_resized_keypoints,1
S_N_73_resized_keypoints,1
20240919202605_keypoints,1
20240916200405_keypoints,1
20240918200953_keypoints,1
20240913125110_keypoints,1
S_N_538_resized_keypoints,1
C_N_47_keypoints,1
20240912_102048_keypoints,1
20240916195239_keypoints,1
S_F13_cam6_keypoints,1
S_N_305_resized_keypoints,1
C_N_376_resized_keypoints,1
C_N_525_resized_keypoints,1
S_N_556_resized_keypoints,1
S_N_79_resized_keypoints,1
S_D_0257_keypoints,1
S_M_38_resized_keypoints,1
C_N_507_keypoints,1
C_D_0012_keypoints,1
C_M_78_keypoints,1
C_D_0142_keypoints,1
C_D_0146_resized_keypoints,1
S_M_213_resized_keypoints,1
20240914122519_keypoints,1
20240917131231_keypoints,1
20240913132307_keypoints,1
S_F10_cam1_keypoints,1
C_N_127_resized_keypoints,1
C_D_0128_resized_keypoints,1
C_N_490_resized_keypoints,1
20240914122745_keypoints,1
20240919201508_keypoints,1
C_N_50_keypoints,1
20240917124933_keypoints,1
S_M_141_resized_keypoints,1
20240918200202_keypoints,1
C_N_448_resized_keypoints,1
S_M_59_keypoints,1
20240918195851_keypoints,1
20240918193143_keypoints,1
20240918193859_keypoints,1
S_N_206_resized_keypoints,1
S_D_0223_resized_keypoints,1
S_N_455_resized_keypoints,1
C_N_191_resized_keypoints,1
20240915182133_keypoints,1
S_D_0235_resized_keypoints,1
S_M_139_resized_keypoints,1
S_N_210_resized_keypoints,1
20240912_104833_keypoints,1
C_N_187_resized_keypoints,1
C_M_172_keypoints,1
S_M_157_resized_keypoints,1
C_M_124_resized_keypoints,1
C_D_0202_resized_keypoints,1
20240912_110733_keypoints,1
20240912_112002_keypoints,1
20240917120432_keypoints,1
S_M_77_keypoints,1
20240918200505_keypoints,1
20240913125129_keypoints,1
20240915183820_keypoints,1
S_N_440_keypoints,1
20240917153112_keypoints,1
20240917125709_keypoints,1
C_M_41_keypoints,1
C_N_486_resized_keypoints,1
S_D_0167_resized_keypoints,1
C_N_131_resized_keypoints,1
S_F15_cam8_keypoints,1
C_N_99_resized_keypoints,1
20240917151810_keypoints,1
C_M_192_resized_keypoints,1
S_N_188_keypoints,1
S_N_48_keypoints,1
C_D_0150_resized_keypoints,1
20240912_103041_keypoints,1
S_D_0098_keypoints,1
20240915181440_keypoints,1
S_M_40_resized_keypoints,1
C_D_0081_keypoints,1
C_N_350_keypoints,1
S_D_0064_resized_keypoints,1
20240919162507_keypoints,1
S_N_293_keypoints,1
20240913122111_keypoints,1
20240912_101943_keypoints,1
20240914130924_keypoints,1
20240918192428_keypoints,1
20240917151634_keypoints,1
C_M_56_keypoints,1
S_M_247_keypoints,1
C_N_360_resized_keypoints,1
S_M_60_keypoints,1
C_N_533_resized_keypoints,1
S_N_540_resized_keypoints,1
S_F12_cam7_keypoints,1
20240917130123_keypoints,1
C_M_165_keypoints,1
S_F18_cam8_keypoints,1
20240918193432_keypoints,1
S_N_502_resized_keypoints,1
S_D_0090_resized_keypoints,1
20240917152955_keypoints,1
20240918193017_keypoints,1
20240917152213_keypoints,1
20240919204342_keypoints,1
20240913121959_keypoints,1
C_N_54_keypoints,1
20240913123207_keypoints,1
S_M_02_resized_keypoints,1
20240917151505_keypoints,1
S_D_0244_keypoints,1
20240913132845_keypoints,1
C_N_394_resized_keypoints,1
S_D_0018_keypoints,1
C_N_378_anonymized_resized_keypoints,1
C_N_514_keypoints,1
S_F10_cam5_keypoints,1
C_D_0001_keypoints,1
S_N_389_resized_keypoints,1
C_N_453_keypoints,1
C_N_503_keypoints,1
20240917153835_keypoints,1
S_N_100_resized_keypoints,1
C_N_173_resized_keypoints,1
C_D_0016_keypoints,1
20240914124502_keypoints,1
C_N_297_resized_keypoints,1
20240918194656_keypoints,1
S_N_354_keypoints,1
S_D_0253_keypoints,1
C_N_472_resized_keypoints,1
S_N_401_resized_keypoints,1
20240918191852_keypoints,1
C_N_43_keypoints,1
20240917122928_keypoints,1
S_F13_cam2_keypoints,1
20240917132638_keypoints,1
S_N_252_resized_keypoints,1
C_N_221_resized_keypoints,1
20240914123942_keypoints,1
20240916195343_keypoints,1
S_F12_cam3_keypoints,1
20240914131311_keypoints,1
20240913125743_keypoints,1
S_N_479_resized_keypoints,1
S_M_103_resized_keypoints,1
C_D_0256_resized_keypoints,1
S_M_64_keypoints,1
C_N_464_resized_keypoints,1
20240914131438_keypoints,1
S_N_244_resized_keypoints,1
C_N_237_resized_keypoints,1
20240917152126_keypoints,1
S_N_178_resized_keypoints,1
S_D_0021_keypoints,1
S_D_0171_keypoints,1
20240918194001_keypoints,1
C_D_0038_keypoints,1
C_M_52_keypoints,1
20240913132413_keypoints,1
S_N_116_resized_keypoints,1
C_N_165_resized_keypoints,1
C_N_281_resized_keypoints,1
20240914130643_keypoints,1
20240919162126_keypoints,1
C_D_0085_keypoints,1
C_D_0007_resized_keypoints,1
S_D_0030_resized_keypoints,1
S_N_280_keypoints,1
S_D_0166_keypoints,1
C_N_382_resized_keypoints,1
S_M_14_resized_keypoints,1
S_N_444_keypoints,1
S_F11_cam4_keypoints,1
C_M_45_keypoints,1
20240918193039_keypoints,1
S_M_73_keypoints,1
20240915182049_keypoints,1
C_N_509_resized_keypoints,1
S_N_329_resized_keypoints,1
C_M_176_keypoints,1
S_N_514_resized_keypoints,1
S_D_0086_resized_keypoints,1
20240912_112816_keypoints,1
C_M_220_keypoints,1
20240914125929_keypoints,1
C_N_368_resized_keypoints,1
S_N_548_resized_keypoints,1
20240917122101_keypoints,1
20240915184732_keypoints,1
C_N_306_resized_keypoints,1
S_N_375_resized_keypoints,1
C_N_20_keypoints,1
S_N_526_resized_keypoints,1
C_N_249_keypoints,1
S_N_16_keypoints,1
S_D_0181_keypoints,1
20240919201917_keypoints,1
C_D_0229_keypoints,1
20240913124729_keypoints,1
S_N_267_keypoints,1
20240919205438_keypoints,1
20240917153439_keypoints,1
S_N_67_resized_keypoints,1
S_F22_cam3_keypoints,1
S_D_0002_resized_keypoints,1
C_D_0075_keypoints,1
C_N_145_keypoints,1
20240915185419_keypoints,1
C_N_430_keypoints,1
S_M_26_resized_keypoints,1
20240914132224_keypoints,1
C_D_0136_resized_keypoints,1
C_M_210_resized_keypoints,1
C_D_0062_keypoints,1
C_N_152_keypoints,1
C_N_427_keypoints,1
20240919162559_keypoints,1
S_N_124_resized_keypoints,1
S_N_493_resized_keypoints,1
S_D_0101_resized_keypoints,1
C_D_0158_resized_keypoints,1
20240915185702_keypoints,1
S_D_0227_keypoints,1
S_N_01_keypoints,1
C_N_91_resized_keypoints,1
S_D_0196_keypoints,1
20240919205723_keypoints,1
S_M_115_keypoints,1
20240917122533_keypoints,1
S_M_83_keypoints,1
C_D_0264_resized_keypoints,1
S_F21_cam4_keypoints,1
S_N_218_resized_keypoints,1
C_M_08_resized_keypoints,1
C_N_37_keypoints,1
20240914131532_keypoints,1
20240917152936_keypoints,1
C_N_205_resized_keypoints,1
S_F3_cam4_keypoints,1
C_N_456_resized_keypoints,1
20240918191745_keypoints,1
C_N_213_resized_keypoints,1
S_N_184_resized_keypoints,1
C_N_440_resized_keypoints,1
20240918191958_keypoints,1
C_N_19_keypoints,1
S_F20_cam5_keypoints,1
20240912_102146_keypoints,1
C_M_219_keypoints,1
20240918195527_keypoints,1
C_N_199_resized_keypoints,1
20240919161548_keypoints,1
S_M_237_keypoints,1
S_F2_cam5_keypoints,1
S_N_152_keypoints,1
C_M_26_keypoints,1
C_N_87_resized_keypoints,1
S_N_427_keypoints,1
S_D_0055_keypoints,1
C_N_409_keypoints,1
20240913130940_keypoints,1
S_N_485_resized_keypoints,1
S_N_132_resized_keypoints,1
S_D_0209_keypoints,1
C_D_0210_keypoints,1
C_M_206_resized_keypoints,1
C_N_498_resized_keypoints,1
20240915181848_keypoints,1
S_N_38_keypoints,1
S_F1_cam2_keypoints,1
S_M_30_resized_keypoints,1
20240919201556_keypoints,1
C_N_337_keypoints,1
20240912_105934_keypoints,1
C_D_0207_keypoints,1
S_N_71_resized_keypoints,1
20240916194257_keypoints,1
S_N_145_keypoints,1
S_N_430_keypoints,1
S_N_560_keypoints,1
S_D_0042_keypoints,1
S_D_0112_keypoints,1
20240918193807_keypoints,1
20240917130318_keypoints,1
S_M_191_keypoints,1
C_N_310_resized_keypoints,1
S_N_363_resized_keypoints,1
20240919161930_keypoints,1
S_N_530_resized_keypoints,1
S_M_220_keypoints,1
20240918200729_keypoints,1
C_D_0095_resized_keypoints,1
S_N_85_resized_keypoints,1
20240912_102330_keypoints,1
S_N_572_resized_keypoints,1
S_N_321_resized_keypoints,1
S_F7_cam8_keypoints,1
C_M_182_keypoints,1
20240916200054_keypoints,1
20240913123419_keypoints,1
S_M_111_keypoints,1
20240917120356_keypoints,1
20240912_102926_keypoints,1
20240918200714_keypoints,1
20240917152701_keypoints,1
S_M_87_keypoints,1
C_N_396_resized_anonymized_keypoints,1
20240918195751_keypoints,1
C_N_33_keypoints,1
20240913122247_keypoints,1
S_N_05_keypoints,1
S_D_0192_keypoints,1
20240919162932_keypoints,1
S_N_397_resized_keypoints,1
S_N_274_keypoints,1
C_D_0066_keypoints,1
S_D_0038_resized_keypoints,1
C_N_156_keypoints,1
C_N_423_keypoints,1
20240918194048_keypoints,1
C_D_0071_keypoints,1
S_F22_cam7_keypoints,1
20240912_103725_keypoints,1
20240919201720_keypoints,1
C_N_141_keypoints,1
20240919162333_keypoints,1
C_N_434_keypoints,1
S_D_0068_keypoints,1
S_N_12_keypoints,1
C_D_0162_resized_keypoints,1
S_D_0185_keypoints,1
S_N_263_keypoints,1
S_M_106_keypoints,1
S_N_471_resized_keypoints,1
C_M_32_resized_keypoints,1
S_N_222_resized_keypoints,1
S_M_90_keypoints,1
C_M_128_keypoints,1
C_N_73_resized_keypoints,1
C_N_24_keypoints,1
20240917120807_keypoints,1
20240918200930_keypoints,1
C_M_116_resized_keypoints,1
S_M_165_resized_keypoints,1
S_M_128_keypoints,1
C_M_106_keypoints,1
20240915180554_keypoints,1
S_N_409_resized_keypoints,1
C_N_229_resized_keypoints,1
S_M_173_resized_keypoints,1
C_D_0226_resized_keypoints,1
S_M_195_keypoints,1
C_N_65_resized_keypoints,1
20240919202018_keypoints,1
S_N_467_resized_keypoints,1
C_D_0248_resized_keypoints,1
S_D_0211_resized_keypoints,1
S_M_224_keypoints,1
S_N_234_resized_keypoints,1
20240919200729_keypoints,1
S_N_141_keypoints,1
S_N_108_resized_keypoints,1
S_N_564_keypoints,1
S_N_434_keypoints,1
S_D_0116_keypoints,1
S_D_0046_keypoints,1
20240917121044_keypoints,1
S_F1_cam6_keypoints,1
S_D_0143_resized_keypoints,1
C_N_115_resized_keypoints,1
C_M_88_keypoints,1
20240919162141_keypoints,1
20240917125104_keypoints,1
20240917131412_keypoints,1
20240918190131_keypoints,1
20240917123951_keypoints,1
C_D_0214_keypoints,1
S_D_0040_resized_keypoints,1
C_M_22_keypoints,1
C_D_0048_keypoints,1
C_N_399_keypoints,1
S_N_156_keypoints,1
S_N_423_keypoints,1
S_N_381_resized_keypoints,1
20240917131709_keypoints,1
20240918190748_keypoints,1
S_D_0051_keypoints,1
S_F2_cam1_keypoints,1
S_N_359_resized_keypoints,1
S_M_233_keypoints,1
20240918191046_keypoints,1
20240918193352_keypoints,1
20240919161335_keypoints,1
C_N_517_resized_keypoints,1
S_N_93_resized_keypoints,1
C_M_111_keypoints,1
S_F20_cam1_keypoints,1
20240915180036_keypoints,1
C_N_344_resized_keypoints,1
S_M_200_keypoints,1
S_N_118_resized_keypoints,1
20240915180309_keypoints,1
20240915182311_keypoints,1
S_N_176_resized_keypoints,1
S_D_0153_resized_keypoints,1
20240914123339_keypoints,1
20240918191500_keypoints,1
20240913123708_keypoints,1
20240914130750_keypoints,1
C_N_247_keypoints,1
S_M_163_resized_keypoints,1
C_N_239_resized_keypoints,1
S_F4_cam5_keypoints,1
S_N_18_keypoints,1
20240915181938_keypoints,1
20240919203247_keypoints,1
C_N_75_resized_keypoints,1
S_D_0062_keypoints,1
S_D_0132_keypoints,1
S_N_224_resized_keypoints,1
C_M_34_resized_keypoints,1
C_D_0258_resized_keypoints,1
S_N_477_resized_keypoints,1
S_N_165_keypoints,1
C_N_429_keypoints,1
S_D_0125_keypoints,1
S_N_172_keypoints,1
S_D_0088_resized_keypoints,1
S_D_0198_keypoints,1
C_D_0230_keypoints,1
20240913132132_keypoints,1
C_N_354_resized_keypoints,1
S_N_327_resized_keypoints,1
C_D_0181_keypoints,1
C_N_250_keypoints,1
S_N_83_resized_keypoints,1
S_N_574_resized_keypoints,1
C_N_39_keypoints,1
C_M_135_keypoints,1
20240919202652_keypoints,1
20240917130939_keypoints,1
20240915180858_keypoints,1
S_F7_cam2_keypoints,1
S_N_391_resized_keypoints,1
20240918200542_keypoints,1
20240918200412_keypoints,1
S_F9_cam5_keypoints,1
C_N_17_keypoints,1
20240915182328_keypoints,1
S_N_387_resized_keypoints,1
20240913123148_keypoints,1
S_F6_cam3_keypoints,1
S_M_239_keypoints,1
S_F8_cam4_keypoints,1
20240915180715_keypoints,1
20240916195540_keypoints,1
C_M_217_keypoints,1
S_M_188_keypoints,1
S_D_0028_resized_keypoints,1
C_N_407_keypoints,1
C_N_342_resized_keypoints,1
S_N_331_resized_keypoints,1
C_N_511_resized_keypoints,1
S_N_95_resized_keypoints,1
C_D_0112_keypoints,1
C_D_0042_keypoints,1
S_N_429_keypoints,1
S_D_0207_keypoints,1
S_N_21_keypoints,1
C_D_0209_keypoints,1
S_N_232_resized_keypoints,1
S_N_461_resized_keypoints,1
20240912_105555_keypoints,1
S_F5_cam4_keypoints,1
C_N_63_resized_keypoints,1
S_N_36_keypoints,1
S_D_0210_keypoints,1
C_M_82_keypoints,1
S_M_175_resized_keypoints,1
C_N_410_keypoints,1
C_N_540_keypoints,1
20240919162317_keypoints,1
C_D_0105_keypoints,1
C_D_0055_keypoints,1
20240914124034_keypoints,1
20240917125627_keypoints,1
20240915181300_keypoints,1
20240915182416_keypoints,1
20240918200914_keypoints,1
20240913125157_keypoints,1
C_N_113_resized_keypoints,1
20240919204246_keypoints,1
C_N_299_resized_keypoints,1
20240917120740_keypoints,1
S_M_122_keypoints,1
S_F7_cam6_keypoints,1
C_N_97_resized_keypoints,1
20240913121703_keypoints,1
S_N_122_resized_keypoints,1
S_D_0107_resized_keypoints,1
S_N_495_resized_keypoints,1
S_F9_cam1_keypoints,1
S_M_89_keypoints,1
C_M_131_keypoints,1
C_D_0130_resized_keypoints,1
C_N_488_resized_keypoints,1
20240918191443_keypoints,1
S_M_181_resized_keypoints,1
20240915181544_keypoints,1
C_D_0234_keypoints,1
20240917125516_keypoints,1
C_N_203_resized_keypoints,1
C_N_254_keypoints,1
C_N_189_resized_keypoints,1
C_N_158_keypoints,1
S_D_0121_keypoints,1
C_D_0262_resized_keypoints,1
C_M_144_resized_keypoints,1
S_M_137_resized_keypoints,1
C_M_02_keypoints,1
C_D_0068_keypoints,1
C_N_553_resized_keypoints,1
C_N_300_resized_keypoints,1
S_N_373_resized_keypoints,1
S_D_0066_keypoints,1
20240919162718_keypoints,1
S_N_161_keypoints,1
20240918194533_keypoints,1
C_M_15_keypoints,1
20240917125451_keypoints,1
C_N_243_keypoints,1
S_F4_cam1_keypoints,1
S_M_20_resized_keypoints,1
20240913131637_keypoints,1
20240913131342_keypoints,1
20240918193235_keypoints,1
S_N_61_resized_keypoints,1
S_D_0004_resized_keypoints,1
S_M_108_keypoints,1
S_M_204_keypoints,1
20240917122622_keypoints,1
20240915184434_keypoints,1
C_N_04_keypoints,1
C_M_108_keypoints,1
20240919200914_keypoints,1
S_M_126_keypoints,1
S_N_77_resized_keypoints,1
S_M_36_resized_keypoints,1
20240917124604_keypoints,1
C_M_204_keypoints,1
20240917132423_keypoints,1
S_D_0118_keypoints,1
C_N_544_keypoints,1
C_N_414_keypoints,1
C_D_0093_resized_keypoints,1
S_N_558_resized_keypoints,1
20240917121950_keypoints,1
C_D_0051_keypoints,1
S_N_313_keypoints,1
S_N_32_keypoints,1
S_D_0214_keypoints,1
S_N_536_resized_keypoints,1
S_F1_cam8_keypoints,1
C_N_316_resized_keypoints,1
C_M_86_keypoints,1
S_N_365_resized_keypoints,1
20240917125807_keypoints,1
S_D_0203_keypoints,1
S_N_25_keypoints,1
C_M_152_resized_keypoints,1
C_M_18_resized_keypoints,1
S_N_208_resized_keypoints,1
20240915185303_keypoints,1
C_M_91_keypoints,1
C_N_403_keypoints,1
S_N_158_keypoints,1
C_D_0046_keypoints,1
C_D_0116_keypoints,1
S_N_182_resized_keypoints,1
C_N_446_resized_keypoints,1
C_N_215_resized_keypoints,1
C_N_129_resized_keypoints,1
C_M_200_resized_keypoints,1
C_D_0126_resized_keypoints,1
S_F6_cam7_keypoints,1
